entity1,entitytype1,predicate,entity2,entitytype2,entity1_resolved,entity1_kind,entity2_resolved,entity2_kind
UNIVERSITY CITY,Community,overlaps_with,83062,Block Group,122,community_id,060730083062,geoid
UNIVERSITY CITY,Community,overlaps_with,83063,Block Group,122,community_id,060730083063,geoid
UNIVERSITY CITY,Community,overlaps_with,83131,Block Group,122,community_id,060730083131,geoid
UNIVERSITY CITY,Community,overlaps_with,83391,Block Group,122,community_id,060730083391,geoid
UNIVERSITY CITY,Community,overlaps_with,83621,Block Group,122,community_id,060730083621,geoid
UNIVERSITY CITY,Community,overlaps_with,83631,Block Group,122,community_id,060730083631,geoid
UNIVERSITY CITY,Community,overlaps_with,83632,Block Group,122,community_id,060730083632,geoid
UNIVERSITY CITY,Community,overlaps_with,83634,Block Group,122,community_id,060730083634,geoid
UNIVERSITY CITY,Community,overlaps_with,83641,Block Group,122,community_id,060730083641,geoid
UNIVERSITY CITY,Community,overlaps_with,83642,Block Group,122,community_id,060730083642,geoid
UNIVERSITY CITY,Community,overlaps_with,83643,Block Group,122,community_id,060730083643,geoid
UNIVERSITY CITY,Community,overlaps_with,83644,Block Group,122,community_id,060730083644,geoid
UNIVERSITY CITY,Community,overlaps_with,83771,Block Group,122,community_id,060730083771,geoid
UNIVERSITY CITY,Community,overlaps_with,85012,Block Group,122,community_id,060730085012,geoid
UNIVERSITY CITY,Community,overlaps_with,83441,Block Group,122,community_id,060730083441,geoid
UNIVERSITY CITY,Community,overlaps_with,83442,Block Group,122,community_id,060730083442,geoid
UNIVERSITY CITY,Community,overlaps_with,83451,Block Group,122,community_id,060730083451,geoid
UNIVERSITY CITY,Community,overlaps_with,83452,Block Group,122,community_id,060730083452,geoid
UNIVERSITY CITY,Community,overlaps_with,83453,Block Group,122,community_id,060730083453,geoid
UNIVERSITY CITY,Community,overlaps_with,83501,Block Group,122,community_id,060730083501,geoid
UNIVERSITY CITY,Community,overlaps_with,83751,Block Group,122,community_id,060730083751,geoid
UNIVERSITY CITY,Community,overlaps_with,83752,Block Group,122,community_id,060730083752,geoid
UNIVERSITY CITY,Community,overlaps_with,83763,Block Group,122,community_id,060730083763,geoid
UNIVERSITY CITY,Community,overlaps_with,85021,Block Group,122,community_id,060730085021,geoid
UNIVERSITY CITY,Community,overlaps_with,94001,Block Group,122,community_id,060730094001,geoid
UNIVERSITY CITY,Community,overlaps_with,83071,Block Group,122,community_id,060730083071,geoid
UNIVERSITY CITY,Community,overlaps_with,83072,Block Group,122,community_id,060730083072,geoid
UNIVERSITY CITY,Community,overlaps_with,83073,Block Group,122,community_id,060730083073,geoid
UNIVERSITY CITY,Community,overlaps_with,83431,Block Group,122,community_id,060730083431,geoid
UNIVERSITY CITY,Community,overlaps_with,83432,Block Group,122,community_id,060730083432,geoid
UNIVERSITY CITY,Community,overlaps_with,83433,Block Group,122,community_id,060730083433,geoid
UNIVERSITY CITY,Community,overlaps_with,83633,Block Group,122,community_id,060730083633,geoid
UNIVERSITY CITY,Community,overlaps_with,83753,Block Group,122,community_id,060730083753,geoid
UNIVERSITY CITY,Community,overlaps_with,83761,Block Group,122,community_id,060730083761,geoid
UNIVERSITY CITY,Community,overlaps_with,83762,Block Group,122,community_id,060730083762,geoid
UNIVERSITY CITY,Community,overlaps_with,83764,Block Group,122,community_id,060730083764,geoid
UNIVERSITY CITY,Community,overlaps_with,83772,Block Group,122,community_id,060730083772,geoid
UNIVERSITY CITY,Community,overlaps_with,83781,Block Group,122,community_id,060730083781,geoid
UNIVERSITY CITY,Community,overlaps_with,83782,Block Group,122,community_id,060730083782,geoid
UNIVERSITY CITY,Community,overlaps_with,83791,Block Group,122,community_id,060730083791,geoid
UNIVERSITY CITY,Community,overlaps_with,83792,Block Group,122,community_id,060730083792,geoid
UNIVERSITY CITY,Community,overlaps_with,83793,Block Group,122,community_id,060730083793,geoid
ESCONDIDO UNINCORPORATED,Community,overlaps_with,203052,Block Group,,community_unknown,060730203052,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185042,Block Group,,community_unknown,060730185042,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185101,Block Group,,community_unknown,060730185101,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185102,Block Group,,community_unknown,060730185102,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185112,Block Group,,community_unknown,060730185112,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185113,Block Group,,community_unknown,060730185113,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185114,Block Group,,community_unknown,060730185114,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185122,Block Group,,community_unknown,060730185122,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185123,Block Group,,community_unknown,060730185123,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185153,Block Group,,community_unknown,060730185153,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185223,Block Group,,community_unknown,060730185223,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,186161,Block Group,,community_unknown,060730186161,geoid
FIRE MOUNTAIN,Community,overlaps_with,185041,Block Group,,community_unknown,060730185041,geoid
FIRE MOUNTAIN,Community,overlaps_with,185043,Block Group,,community_unknown,060730185043,geoid
FIRE MOUNTAIN,Community,overlaps_with,185045,Block Group,,community_unknown,060730185045,geoid
FIRE MOUNTAIN,Community,overlaps_with,185042,Block Group,,community_unknown,060730185042,geoid
FIRE MOUNTAIN,Community,overlaps_with,185091,Block Group,,community_unknown,060730185091,geoid
FIRE MOUNTAIN,Community,overlaps_with,185092,Block Group,,community_unknown,060730185092,geoid
FIRE MOUNTAIN,Community,overlaps_with,185111,Block Group,,community_unknown,060730185111,geoid
FIRE MOUNTAIN,Community,overlaps_with,185112,Block Group,,community_unknown,060730185112,geoid
FIRE MOUNTAIN,Community,overlaps_with,185113,Block Group,,community_unknown,060730185113,geoid
FIRE MOUNTAIN,Community,overlaps_with,185114,Block Group,,community_unknown,060730185114,geoid
FIRE MOUNTAIN,Community,overlaps_with,185151,Block Group,,community_unknown,060730185151,geoid
FIRE MOUNTAIN,Community,overlaps_with,185153,Block Group,,community_unknown,060730185153,geoid
FIRE MOUNTAIN,Community,overlaps_with,185044,Block Group,,community_unknown,060730185044,geoid
BALBOA PARK,Community,overlaps_with,3021,Block Group,6,community_id,060730003021,geoid
BALBOA PARK,Community,overlaps_with,7001,Block Group,6,community_id,060730007001,geoid
BALBOA PARK,Community,overlaps_with,7003,Block Group,6,community_id,060730007003,geoid
BALBOA PARK,Community,overlaps_with,55001,Block Group,6,community_id,060730055001,geoid
BALBOA PARK,Community,overlaps_with,56011,Block Group,6,community_id,060730056011,geoid
BALBOA PARK,Community,overlaps_with,57001,Block Group,6,community_id,060730057001,geoid
BALBOA PARK,Community,overlaps_with,59001,Block Group,6,community_id,060730059001,geoid
BALBOA PARK,Community,overlaps_with,60001,Block Group,6,community_id,060730060001,geoid
BALBOA PARK,Community,overlaps_with,60002,Block Group,6,community_id,060730060002,geoid
BALBOA PARK,Community,overlaps_with,60003,Block Group,6,community_id,060730060003,geoid
BALBOA PARK,Community,overlaps_with,8003,Block Group,6,community_id,060730008003,geoid
BALBOA PARK,Community,overlaps_with,14002,Block Group,6,community_id,060730014002,geoid
BALBOA PARK,Community,overlaps_with,43001,Block Group,6,community_id,060730043001,geoid
BALBOA PARK,Community,overlaps_with,43003,Block Group,6,community_id,060730043003,geoid
BALBOA PARK,Community,overlaps_with,44003,Block Group,6,community_id,060730044003,geoid
BALBOA PARK,Community,overlaps_with,44004,Block Group,6,community_id,060730044004,geoid
BALBOA PARK,Community,overlaps_with,45012,Block Group,6,community_id,060730045012,geoid
BALBOA PARK,Community,overlaps_with,45013,Block Group,6,community_id,060730045013,geoid
BALBOA PARK,Community,overlaps_with,46001,Block Group,6,community_id,060730046001,geoid
BALBOA PARK,Community,overlaps_with,52011,Block Group,6,community_id,060730052011,geoid
BALBOA PARK,Community,overlaps_with,56022,Block Group,6,community_id,060730056022,geoid
SAN MARCOS (CITY),Community,overlaps_with,200211,Block Group,,community_unknown,060730200211,geoid
SAN MARCOS (CITY),Community,overlaps_with,200213,Block Group,,community_unknown,060730200213,geoid
SAN MARCOS (CITY),Community,overlaps_with,200214,Block Group,,community_unknown,060730200214,geoid
SAN MARCOS (CITY),Community,overlaps_with,200231,Block Group,,community_unknown,060730200231,geoid
SAN MARCOS (CITY),Community,overlaps_with,200281,Block Group,,community_unknown,060730200281,geoid
SAN MARCOS (CITY),Community,overlaps_with,200282,Block Group,,community_unknown,060730200282,geoid
SAN MARCOS (CITY),Community,overlaps_with,200283,Block Group,,community_unknown,060730200283,geoid
SAN MARCOS (CITY),Community,overlaps_with,200291,Block Group,,community_unknown,060730200291,geoid
SAN MARCOS (CITY),Community,overlaps_with,200292,Block Group,,community_unknown,060730200292,geoid
SAN MARCOS (CITY),Community,overlaps_with,200401,Block Group,,community_unknown,060730200401,geoid
SANTA YSABEL,Community,overlaps_with,191081,Block Group,,community_unknown,060730191081,geoid
SANTA YSABEL,Community,overlaps_with,209031,Block Group,,community_unknown,060730209031,geoid
SANTA YSABEL,Community,overlaps_with,209032,Block Group,,community_unknown,060730209032,geoid
VALLEY CENTER,Community,overlaps_with,191071,Block Group,,community_unknown,060730191071,geoid
VALLEY CENTER,Community,overlaps_with,191112,Block Group,,community_unknown,060730191112,geoid
LAKESIDE,Community,overlaps_with,169021,Block Group,,community_unknown,060730169021,geoid
LAKESIDE,Community,overlaps_with,169021,Block Group,,community_unknown,060730169021,geoid
VISTA (CITY),Community,overlaps_with,197023,Block Group,,community_unknown,060730197023,geoid
VISTA (CITY),Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA (CITY),Community,overlaps_with,195032,Block Group,,community_unknown,060730195032,geoid
VISTA (CITY),Community,overlaps_with,196021,Block Group,,community_unknown,060730196021,geoid
VISTA (CITY),Community,overlaps_with,196022,Block Group,,community_unknown,060730196022,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,196023,Block Group,,community_unknown,060730196023,geoid
JAMUL,Community,overlaps_with,213021,Block Group,,community_unknown,060730213021,geoid
JAMUL,Community,overlaps_with,213022,Block Group,,community_unknown,060730213022,geoid
JAMUL,Community,overlaps_with,213023,Block Group,,community_unknown,060730213023,geoid
JAMUL,Community,overlaps_with,213041,Block Group,,community_unknown,060730213041,geoid
JAMUL,Community,overlaps_with,213051,Block Group,,community_unknown,060730213051,geoid
SAN MARCOS (CITY),Community,overlaps_with,200173,Block Group,,community_unknown,060730200173,geoid
SAN MARCOS (CITY),Community,overlaps_with,200213,Block Group,,community_unknown,060730200213,geoid
SAN MARCOS (CITY),Community,overlaps_with,200291,Block Group,,community_unknown,060730200291,geoid
SAN MARCOS (CITY),Community,overlaps_with,200292,Block Group,,community_unknown,060730200292,geoid
SAN MARCOS (CITY),Community,overlaps_with,200361,Block Group,,community_unknown,060730200361,geoid
SAN MARCOS (CITY),Community,overlaps_with,200362,Block Group,,community_unknown,060730200362,geoid
SAN MARCOS (CITY),Community,overlaps_with,200381,Block Group,,community_unknown,060730200381,geoid
OCEANA,Community,overlaps_with,185102,Block Group,,community_unknown,060730185102,geoid
OCEANA,Community,overlaps_with,185121,Block Group,,community_unknown,060730185121,geoid
OCEANA,Community,overlaps_with,185122,Block Group,,community_unknown,060730185122,geoid
OCEANA,Community,overlaps_with,185123,Block Group,,community_unknown,060730185123,geoid
OCEANA,Community,overlaps_with,185222,Block Group,,community_unknown,060730185222,geoid
OCEANA,Community,overlaps_with,185223,Block Group,,community_unknown,060730185223,geoid
OCEANA,Community,overlaps_with,185233,Block Group,,community_unknown,060730185233,geoid
ENCINITAS (CITY),Community,overlaps_with,171072,Block Group,,community_unknown,060730171072,geoid
ENCINITAS (CITY),Community,overlaps_with,171081,Block Group,,community_unknown,060730171081,geoid
ENCINITAS (CITY),Community,overlaps_with,200341,Block Group,,community_unknown,060730200341,geoid
ENCINITAS (CITY),Community,overlaps_with,176013,Block Group,,community_unknown,060730176013,geoid
ENCINITAS (CITY),Community,overlaps_with,176014,Block Group,,community_unknown,060730176014,geoid
ENCINITAS (CITY),Community,overlaps_with,176051,Block Group,,community_unknown,060730176051,geoid
ENCINITAS (CITY),Community,overlaps_with,176052,Block Group,,community_unknown,060730176052,geoid
ENCINITAS (CITY),Community,overlaps_with,176061,Block Group,,community_unknown,060730176061,geoid
ENCINITAS (CITY),Community,overlaps_with,176062,Block Group,,community_unknown,060730176062,geoid
RAMONA,Community,overlaps_with,208012,Block Group,,community_unknown,060730208012,geoid
RAMONA,Community,overlaps_with,208013,Block Group,,community_unknown,060730208013,geoid
RAMONA,Community,overlaps_with,208051,Block Group,,community_unknown,060730208051,geoid
RAMONA,Community,overlaps_with,208052,Block Group,,community_unknown,060730208052,geoid
RAMONA,Community,overlaps_with,208061,Block Group,,community_unknown,060730208061,geoid
RAMONA,Community,overlaps_with,208062,Block Group,,community_unknown,060730208062,geoid
RAMONA,Community,overlaps_with,208063,Block Group,,community_unknown,060730208063,geoid
RAMONA,Community,overlaps_with,208064,Block Group,,community_unknown,060730208064,geoid
RAMONA,Community,overlaps_with,208102,Block Group,,community_unknown,060730208102,geoid
RAMONA,Community,overlaps_with,208131,Block Group,,community_unknown,060730208131,geoid
RAMONA,Community,overlaps_with,208132,Block Group,,community_unknown,060730208132,geoid
RAMONA,Community,overlaps_with,208133,Block Group,,community_unknown,060730208133,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199022,Block Group,,community_unknown,060730199022,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199031,Block Group,,community_unknown,060730199031,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199032,Block Group,,community_unknown,060730199032,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200171,Block Group,,community_unknown,060730200171,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200172,Block Group,,community_unknown,060730200172,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200173,Block Group,,community_unknown,060730200173,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200361,Block Group,,community_unknown,060730200361,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200371,Block Group,,community_unknown,060730200371,geoid
VISTA UNINCORPORATED,Community,overlaps_with,200372,Block Group,,community_unknown,060730200372,geoid
VISTA (CITY),Community,overlaps_with,198081,Block Group,,community_unknown,060730198081,geoid
VISTA (CITY),Community,overlaps_with,198082,Block Group,,community_unknown,060730198082,geoid
VISTA (CITY),Community,overlaps_with,198101,Block Group,,community_unknown,060730198101,geoid
VISTA (CITY),Community,overlaps_with,198111,Block Group,,community_unknown,060730198111,geoid
VISTA (CITY),Community,overlaps_with,199041,Block Group,,community_unknown,060730199041,geoid
VISTA (CITY),Community,overlaps_with,199043,Block Group,,community_unknown,060730199043,geoid
VISTA (CITY),Community,overlaps_with,199052,Block Group,,community_unknown,060730199052,geoid
VISTA (CITY),Community,overlaps_with,199053,Block Group,,community_unknown,060730199053,geoid
VISTA (CITY),Community,overlaps_with,197011,Block Group,,community_unknown,060730197011,geoid
VISTA (CITY),Community,overlaps_with,197023,Block Group,,community_unknown,060730197023,geoid
VISTA (CITY),Community,overlaps_with,197024,Block Group,,community_unknown,060730197024,geoid
VISTA (CITY),Community,overlaps_with,198091,Block Group,,community_unknown,060730198091,geoid
VISTA (CITY),Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA (CITY),Community,overlaps_with,199041,Block Group,,community_unknown,060730199041,geoid
VISTA (CITY),Community,overlaps_with,199042,Block Group,,community_unknown,060730199042,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,197021,Block Group,,community_unknown,060730197021,geoid
VISTA (CITY),Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA (CITY),Community,overlaps_with,199031,Block Group,,community_unknown,060730199031,geoid
VISTA (CITY),Community,overlaps_with,192063,Block Group,,community_unknown,060730192063,geoid
VISTA (CITY),Community,overlaps_with,192082,Block Group,,community_unknown,060730192082,geoid
VISTA (CITY),Community,overlaps_with,195023,Block Group,,community_unknown,060730195023,geoid
VISTA (CITY),Community,overlaps_with,195032,Block Group,,community_unknown,060730195032,geoid
VISTA (CITY),Community,overlaps_with,196011,Block Group,,community_unknown,060730196011,geoid
VISTA (CITY),Community,overlaps_with,196012,Block Group,,community_unknown,060730196012,geoid
VISTA (CITY),Community,overlaps_with,196013,Block Group,,community_unknown,060730196013,geoid
VISTA (CITY),Community,overlaps_with,196014,Block Group,,community_unknown,060730196014,geoid
VISTA (CITY),Community,overlaps_with,196021,Block Group,,community_unknown,060730196021,geoid
VISTA (CITY),Community,overlaps_with,196022,Block Group,,community_unknown,060730196022,geoid
VISTA (CITY),Community,overlaps_with,196023,Block Group,,community_unknown,060730196023,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199022,Block Group,,community_unknown,060730199022,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199031,Block Group,,community_unknown,060730199031,geoid
VISTA UNINCORPORATED,Community,overlaps_with,199032,Block Group,,community_unknown,060730199032,geoid
VISTA UNINCORPORATED,Community,overlaps_with,192082,Block Group,,community_unknown,060730192082,geoid
VISTA UNINCORPORATED,Community,overlaps_with,196022,Block Group,,community_unknown,060730196022,geoid
VISTA (CITY),Community,overlaps_with,197023,Block Group,,community_unknown,060730197023,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,195022,Block Group,,community_unknown,060730195022,geoid
VISTA (CITY),Community,overlaps_with,195031,Block Group,,community_unknown,060730195031,geoid
VISTA (CITY),Community,overlaps_with,195032,Block Group,,community_unknown,060730195032,geoid
VISTA (CITY),Community,overlaps_with,195033,Block Group,,community_unknown,060730195033,geoid
VISTA (CITY),Community,overlaps_with,196021,Block Group,,community_unknown,060730196021,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,196023,Block Group,,community_unknown,060730196023,geoid
VISTA (CITY),Community,overlaps_with,197021,Block Group,,community_unknown,060730197021,geoid
DEL MAR (CITY),Community,overlaps_with,83242,Block Group,,community_unknown,060730083242,geoid
DEL MAR (CITY),Community,overlaps_with,83391,Block Group,,community_unknown,060730083391,geoid
DEL MAR (CITY),Community,overlaps_with,83121,Block Group,,community_unknown,060730083121,geoid
DEL MAR (CITY),Community,overlaps_with,172011,Block Group,,community_unknown,060730172011,geoid
DEL MAR (CITY),Community,overlaps_with,172012,Block Group,,community_unknown,060730172012,geoid
ENCINITAS (CITY),Community,overlaps_with,175012,Block Group,,community_unknown,060730175012,geoid
ENCINITAS (CITY),Community,overlaps_with,177021,Block Group,,community_unknown,060730177021,geoid
ENCINITAS (CITY),Community,overlaps_with,177023,Block Group,,community_unknown,060730177023,geoid
QUALCOMM,Community,overlaps_with,93054,Block Group,,community_unknown,060730093054,geoid
QUALCOMM,Community,overlaps_with,93055,Block Group,,community_unknown,060730093055,geoid
QUALCOMM,Community,overlaps_with,93072,Block Group,,community_unknown,060730093072,geoid
QUALCOMM,Community,overlaps_with,96031,Block Group,,community_unknown,060730096031,geoid
QUALCOMM,Community,overlaps_with,96033,Block Group,,community_unknown,060730096033,geoid
QUALCOMM,Community,overlaps_with,96034,Block Group,,community_unknown,060730096034,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185041,Block Group,,community_unknown,060730185041,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185042,Block Group,,community_unknown,060730185042,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185091,Block Group,,community_unknown,060730185091,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185092,Block Group,,community_unknown,060730185092,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185093,Block Group,,community_unknown,060730185093,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185094,Block Group,,community_unknown,060730185094,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185101,Block Group,,community_unknown,060730185101,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185102,Block Group,,community_unknown,060730185102,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185111,Block Group,,community_unknown,060730185111,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185112,Block Group,,community_unknown,060730185112,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,185113,Block Group,,community_unknown,060730185113,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,186151,Block Group,,community_unknown,060730186151,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,186153,Block Group,,community_unknown,060730186153,geoid
MISSN MESA/LOMA ALTA,Community,overlaps_with,186161,Block Group,,community_unknown,060730186161,geoid
ALPINE,Community,overlaps_with,212041,Block Group,,community_unknown,060730212041,geoid
ALPINE,Community,overlaps_with,212052,Block Group,,community_unknown,060730212052,geoid
ALPINE,Community,overlaps_with,212053,Block Group,,community_unknown,060730212053,geoid
ALPINE,Community,overlaps_with,212042,Block Group,,community_unknown,060730212042,geoid
ALPINE,Community,overlaps_with,212051,Block Group,,community_unknown,060730212051,geoid
ALPINE,Community,overlaps_with,212061,Block Group,,community_unknown,060730212061,geoid
ALPINE,Community,overlaps_with,212062,Block Group,,community_unknown,060730212062,geoid
SAN MARCOS (CITY),Community,overlaps_with,199032,Block Group,,community_unknown,060730199032,geoid
SAN MARCOS (CITY),Community,overlaps_with,200211,Block Group,,community_unknown,060730200211,geoid
SAN MARCOS (CITY),Community,overlaps_with,200212,Block Group,,community_unknown,060730200212,geoid
SAN MARCOS (CITY),Community,overlaps_with,200213,Block Group,,community_unknown,060730200213,geoid
SAN MARCOS (CITY),Community,overlaps_with,200214,Block Group,,community_unknown,060730200214,geoid
SAN MARCOS (CITY),Community,overlaps_with,200291,Block Group,,community_unknown,060730200291,geoid
SAN MARCOS (CITY),Community,overlaps_with,200361,Block Group,,community_unknown,060730200361,geoid
SAN MARCOS (CITY),Community,overlaps_with,200362,Block Group,,community_unknown,060730200362,geoid
SAN MARCOS (CITY),Community,overlaps_with,200381,Block Group,,community_unknown,060730200381,geoid
SAN MARCOS (CITY),Community,overlaps_with,200382,Block Group,,community_unknown,060730200382,geoid
SAN MARCOS (CITY),Community,overlaps_with,200391,Block Group,,community_unknown,060730200391,geoid
SAN MARCOS (CITY),Community,overlaps_with,200401,Block Group,,community_unknown,060730200401,geoid
SAN MARCOS (CITY),Community,overlaps_with,203044,Block Group,,community_unknown,060730203044,geoid
SAN MARCOS (CITY),Community,overlaps_with,192081,Block Group,,community_unknown,060730192081,geoid
VISTA (CITY),Community,overlaps_with,197011,Block Group,,community_unknown,060730197011,geoid
VISTA (CITY),Community,overlaps_with,198051,Block Group,,community_unknown,060730198051,geoid
VISTA (CITY),Community,overlaps_with,185191,Block Group,,community_unknown,060730185191,geoid
VISTA (CITY),Community,overlaps_with,185192,Block Group,,community_unknown,060730185192,geoid
VISTA (CITY),Community,overlaps_with,194031,Block Group,,community_unknown,060730194031,geoid
VISTA (CITY),Community,overlaps_with,194051,Block Group,,community_unknown,060730194051,geoid
VISTA (CITY),Community,overlaps_with,194052,Block Group,,community_unknown,060730194052,geoid
VISTA (CITY),Community,overlaps_with,194053,Block Group,,community_unknown,060730194053,geoid
VISTA (CITY),Community,overlaps_with,194061,Block Group,,community_unknown,060730194061,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,194063,Block Group,,community_unknown,060730194063,geoid
VISTA (CITY),Community,overlaps_with,195033,Block Group,,community_unknown,060730195033,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,185182,Block Group,,community_unknown,060730185182,geoid
VISTA (CITY),Community,overlaps_with,185193,Block Group,,community_unknown,060730185193,geoid
VISTA (CITY),Community,overlaps_with,185194,Block Group,,community_unknown,060730185194,geoid
JULIAN,Community,overlaps_with,209041,Block Group,,community_unknown,060730209041,geoid
JULIAN,Community,overlaps_with,210013,Block Group,,community_unknown,060730210013,geoid
JULIAN,Community,overlaps_with,209021,Block Group,,community_unknown,060730209021,geoid
VISTA (CITY),Community,overlaps_with,198101,Block Group,,community_unknown,060730198101,geoid
VISTA (CITY),Community,overlaps_with,198111,Block Group,,community_unknown,060730198111,geoid
VISTA (CITY),Community,overlaps_with,199042,Block Group,,community_unknown,060730199042,geoid
VISTA (CITY),Community,overlaps_with,199043,Block Group,,community_unknown,060730199043,geoid
VISTA (CITY),Community,overlaps_with,199044,Block Group,,community_unknown,060730199044,geoid
VISTA (CITY),Community,overlaps_with,199051,Block Group,,community_unknown,060730199051,geoid
VISTA (CITY),Community,overlaps_with,199052,Block Group,,community_unknown,060730199052,geoid
VISTA (CITY),Community,overlaps_with,199053,Block Group,,community_unknown,060730199053,geoid
VISTA (CITY),Community,overlaps_with,200171,Block Group,,community_unknown,060730200171,geoid
VISTA (CITY),Community,overlaps_with,200172,Block Group,,community_unknown,060730200172,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,195012,Block Group,,community_unknown,060730195012,geoid
VISTA (CITY),Community,overlaps_with,195031,Block Group,,community_unknown,060730195031,geoid
VISTA (CITY),Community,overlaps_with,195033,Block Group,,community_unknown,060730195033,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,197011,Block Group,,community_unknown,060730197011,geoid
VISTA (CITY),Community,overlaps_with,197024,Block Group,,community_unknown,060730197024,geoid
VISTA (CITY),Community,overlaps_with,198051,Block Group,,community_unknown,060730198051,geoid
VISTA (CITY),Community,overlaps_with,198091,Block Group,,community_unknown,060730198091,geoid
VISTA (CITY),Community,overlaps_with,198093,Block Group,,community_unknown,060730198093,geoid
VISTA (CITY),Community,overlaps_with,199041,Block Group,,community_unknown,060730199041,geoid
VISTA (CITY),Community,overlaps_with,194052,Block Group,,community_unknown,060730194052,geoid
VISTA (CITY),Community,overlaps_with,194053,Block Group,,community_unknown,060730194053,geoid
VISTA (CITY),Community,overlaps_with,194061,Block Group,,community_unknown,060730194061,geoid
VISTA (CITY),Community,overlaps_with,194062,Block Group,,community_unknown,060730194062,geoid
VISTA (CITY),Community,overlaps_with,197022,Block Group,,community_unknown,060730197022,geoid
VISTA (CITY),Community,overlaps_with,185182,Block Group,,community_unknown,060730185182,geoid
VISTA (CITY),Community,overlaps_with,185193,Block Group,,community_unknown,060730185193,geoid
VISTA (CITY),Community,overlaps_with,185194,Block Group,,community_unknown,060730185194,geoid
VISTA (CITY),Community,overlaps_with,197012,Block Group,,community_unknown,060730197012,geoid
VISTA (CITY),Community,overlaps_with,197021,Block Group,,community_unknown,060730197021,geoid
VISTA (CITY),Community,overlaps_with,197023,Block Group,,community_unknown,060730197023,geoid
VISTA (CITY),Community,overlaps_with,199021,Block Group,,community_unknown,060730199021,geoid
VISTA (CITY),Community,overlaps_with,199022,Block Group,,community_unknown,060730199022,geoid
VISTA (CITY),Community,overlaps_with,199031,Block Group,,community_unknown,060730199031,geoid
VISTA (CITY),Community,overlaps_with,199042,Block Group,,community_unknown,060730199042,geoid
