geoid,ctblockgroup,centroid_lon,centroid_lat,medhinc_cy,avghinc_cy,gini_fy,totpop_cy,n01_bus,s23_emp,n37_sales
060730014002,14002,6290465.574492095,1851011.712858169,132755,206038,27.4,701,62.0,137.0,4341.0
060730014003,14003,6289437.736362126,1852109.9989862046,90915,120256,32.3,1789,47.0,124.0,1460.0
060730015001,15001,6293314.416992858,1852268.5799992285,71367,98306,33.0,1013,107.0,163.0,562.0
060730015002,15002,6294056.535049417,1850752.7786177457,116581,161494,29.9,875,9.0,4.0,208.0
060730015003,15003,6292533.25113488,1850876.2503862246,123063,162613,29.1,876,21.0,27.0,281.0
060730015004,15004,6292125.69616166,1852389.435582374,99255,121708,29.2,999,48.0,86.0,2687.0
060730016001,16001,6294979.346626357,1854650.0844653791,47524,64622,42.2,1655,33.0,253.0,1581.0
060730016002,16002,6294028.10127522,1854782.5522708786,63206,72682,28.3,1383,38.0,55.0,1852.0
060730016003,16003,6293301.953317288,1854589.2697831343,28431,47822,54.4,863,22.0,28.0,9318.0
060730016004,16004,6292613.001774781,1854288.3394782413,63480,66318,36.1,1240,53.0,328.0,842.0
060730017001,17001,6295220.622045134,1856792.3895268342,66178,93403,36.6,1384,26.0,37.0,674.0
060730017002,17002,6294359.584056212,1856675.5171408101,101805,112464,19.7,1272,34.0,37.0,57.0
060730017003,17003,6293347.734931584,1856686.4623891667,61201,85595,39.4,1226,51.0,100.0,0.0
060730017004,17004,6292600.363803299,1857174.6580115643,71098,78473,34.3,626,1.0,3.0,0.0
060730018011,18011,6296695.844619336,1858120.0442445243,60152,83742,34.5,741,31.0,174.0,899.0
060730018012,18012,6295490.835174654,1858491.584659937,57823,74778,40.0,1282,47.0,80.0,2640.0
060730018021,18021,6294148.230989036,1858220.911036783,85576,101764,28.1,712,80.0,260.0,2212.0
060730018022,18022,6292653.997250997,1858232.65552218,63975,76142,33.3,860,46.0,81.0,1461.0
060730018023,18023,6294370.14938841,1859015.3474339158,68272,105093,36.3,839,38.0,13.0,6422.0
060730018024,18024,6292975.058842497,1859032.6818541517,65778,71312,24.2,731,72.0,87.0,843.0
060730019001,19001,6292935.865759817,1860915.6764068163,111523,140406,24.9,975,15.0,20.0,0.0
060730019002,19002,6295780.563405916,1861089.721399786,130651,180427,30.1,1293,37.0,30.0,449.0
060730019003,19003,6294014.967785642,1859723.1124197706,79068,118911,39.7,841,15.0,26.0,0.0
060730020011,20011,6298332.898856787,1860937.572765624,200001,264246,20.1,1093,23.0,33.0,57.0
060730020012,20012,6299042.457709473,1861606.47879276,196559,259659,20.4,1549,117.0,663.0,0.0
060730020013,20013,6299880.188373116,1857874.1073080497,153013,202751,25.9,818,15.0,17.0,0.0
060730020021,20021,6303379.078116422,1859475.9257001968,106034,157199,37.0,1000,17.0,13.0,337.0
060730020022,20022,6301979.581882833,1858698.4256873578,149355,179466,24.1,1633,27.0,30.0,0.0
060730021001,21001,6298214.138594079,1858017.4241964377,118577,173509,28.2,1028,93.0,196.0,8097.0
060730021002,21002,6299173.335914459,1856210.2300703647,88880,108558,28.8,893,39.0,89.0,506.0
060730021003,21003,6297977.570649012,1856296.9084940928,67168,78628,30.7,625,22.0,23.0,2583.0
060730021004,21004,6297008.383883885,1856526.3673164102,72495,101905,34.0,1415,26.0,55.0,0.0
060730021005,21005,6296051.2814940885,1856616.9113881576,92406,103158,30.7,1325,22.0,29.0,337.0
060730022011,22011,6296846.709411192,1854682.7424017831,27554,53483,51.4,2066,54.0,187.0,394.0
060730022012,22012,6295889.566555119,1854634.33089492,51151,71285,39.8,1464,28.0,35.0,506.0
060730022021,22021,6299719.100167192,1854575.4911857522,40313,49612,38.8,1668,73.0,302.0,394.0
060730022022,22022,6298952.289757395,1854673.6663366873,50667,67776,41.9,1950,53.0,120.0,1526.0
060730022023,22023,6297995.001333808,1854596.4765269533,66531,76123,32.9,1242,38.0,190.0,2527.0
060730023011,23011,6303385.528689002,1856502.378305671,56337,83784,41.3,1100,40.0,77.0,1011.0
060730023012,23012,6302223.392594999,1856353.4149943383,45915,60205,41.0,1128,65.0,112.0,2137.0
060730023013,23013,6300966.549439655,1856345.539762172,57629,62517,37.2,605,32.0,399.0,1008.0
060730023021,23021,6301514.17473251,1855298.9656456166,32738,38432,40.1,2485,91.0,107.0,5336.0
060730023022,23022,6301392.813932757,1854547.7129336335,55115,83052,41.2,1724,17.0,223.0,337.0
060730023023,23023,6301378.117044347,1853899.65419485,40027,68894,40.7,1900,67.0,61.0,5625.0
060730024011,24011,6296830.894482386,1852653.4694363335,57578,72114,33.4,960,31.0,141.0,0.0
060730024012,24012,6295752.325509743,1852734.2584235265,61998,90751,38.2,1472,31.0,39.0,1460.0
060730024013,24013,6294556.099633127,1852724.7365585857,73320,99050,32.8,1557,33.0,52.0,0.0
060730024021,24021,6298155.597012043,1852589.2422903741,36827,49450,42.7,2228,47.0,83.0,4100.0
060730024022,24022,6299215.685884487,1852585.2137693209,47120,57477,38.3,1211,28.0,167.0,0.0
060730024023,24023,6299765.896692205,1852578.542798866,55236,63725,31.7,1243,51.0,708.0,562.0
060730025011,25011,6297335.304328256,1849428.295271045,72392,88758,34.4,2033,18.0,38.0,0.0
060730025012,25012,6296366.884324596,1850968.6647985207,74419,90661,37.1,1284,17.0,24.0,0.0
060730025013,25013,6299018.270576207,1850938.7900298932,49684,61261,41.1,1807,20.0,108.0,0.0
060730025021,25021,6296901.543261532,1844348.809904693,89086,108384,32.1,2365,37.0,159.0,337.0
060730025022,25022,6298255.246957608,1848243.5286923076,76440,109429,37.2,1174,28.0,67.0,1574.0
060730025023,25023,6299824.145449398,1847342.3557808315,52427,63606,34.6,816,3.0,9.0,0.0
060730025024,25024,6299006.574942573,1847003.5923029073,58115,75864,40.0,1544,18.0,14.0,0.0
060730026011,26011,6300672.300616357,1851198.045539975,32601,60150,46.7,1637,23.0,89.0,787.0
060730026012,26012,6302001.106880395,1851193.6330389827,65534,69287,29.3,1311,11.0,33.0,0.0
060730026013,26013,6300699.514487321,1852897.4685676526,37621,51065,38.6,529,43.0,290.0,8869.0
060730026014,26014,6302021.863890622,1852885.9225062993,42052,57179,41.7,1783,36.0,27.0,1574.0
060730026021,26021,6300776.2916318225,1849202.532601955,44456,65539,40.8,1258,25.0,317.0,0.0
060730026022,26022,6302029.427607491,1849047.2440054594,63466,87811,34.2,1327,15.0,12.0,337.0
060730026023,26023,6300642.329857802,1847383.2144760622,51962,63547,31.0,1507,11.0,18.0,0.0
060730027021,27021,6309633.5459156055,1856634.0210274186,72956,91890,30.9,1456,64.0,69.0,4785.0
060730027022,27022,6309841.998626853,1854997.3264268963,103161,103650,31.9,1375,46.0,74.0,225.0
060730027023,27023,6307719.531632461,1854836.6846214526,60983,105567,44.8,2812,86.0,686.0,2368.0
060730027031,27031,6310403.910259301,1853279.9153975442,62723,100015,38.0,1820,66.0,183.0,5278.0
060730027032,27032,6310969.70754206,1851978.2923027724,98294,98504,26.5,1352,9.0,10.0,57.0
060730027033,27033,6307789.817692643,1852063.1081523832,56648,88841,39.6,1814,23.0,46.0,337.0
060730027034,27034,6312739.04527106,1850825.9042937602,87883,108965,37.5,2160,68.0,124.0,11899.0
060730027051,27051,6305273.175844839,1846719.2351553221,76076,87415,30.8,2190,36.0,38.0,562.0
060730027052,27052,6305392.892238674,1849283.277861817,34903,58793,43.2,2113,17.0,24.0,0.0
060730027071,27071,6303234.141238377,1855413.1964131508,41099,54559,36.7,1319,25.0,34.0,450.0
060730027072,27072,6304053.636992895,1855465.1455929573,36937,50199,39.8,1221,18.0,24.0,1349.0
060730027073,27073,6303852.368211352,1854172.800098125,69613,75010,30.3,864,14.0,178.0,337.0
060730027074,27074,6303035.696691987,1854185.6386924444,44421,77343,49.0,1178,18.0,14.0,1685.0
060730027081,27081,6306115.394808797,1855583.9850296495,18434,32011,47.8,1429,60.0,176.0,1300.0
060730027082,27082,6305835.103150338,1854152.7236892916,30125,37403,32.1,484,37.0,179.0,1123.0
060730027083,27083,6305160.137482734,1855621.3310566633,29961,47506,48.4,1848,41.0,30.0,1181.0
060730027084,27084,6304711.350030105,1854401.5039486273,56488,63355,28.3,1882,16.0,83.0,0.0
060730027091,27091,6303914.08511648,1852206.0822711983,31358,46906,47.4,1894,31.0,165.0,1071.0
060730027092,27092,6303160.248573195,1850985.2464775774,56323,79470,43.0,1532,23.0,20.0,506.0
060730027101,27101,6305884.190073931,1852352.686639203,70496,97326,41.4,1517,19.0,49.0,506.0
060730027102,27102,6304750.4890510505,1852833.2272975608,58179,66406,34.3,1493,22.0,37.0,225.0
060730027103,27103,6304618.873436289,1850354.088262136,102077,100598,26.6,848,10.0,67.0,674.0
060730027111,27111,6310520.053365569,1849497.392529109,69502,83131,26.3,1782,9.0,223.0,0.0
060730027112,27112,6307604.871488441,1850052.9240416167,82209,103423,36.5,1379,26.0,49.0,1011.0
060730027121,27121,6309808.57911984,1847125.490647857,56983,77967,39.2,1574,14.0,22.0,0.0
060730027122,27122,6306794.78976855,1846529.2987641671,108703,125258,31.3,1366,6.0,5.0,562.0
060730027123,27123,6306148.652737672,1843958.8344651863,21223,36244,51.7,1970,56.0,112.0,5502.0
060730028011,28011,6304004.7805498475,1863072.014896196,105414,142155,38.8,2943,28.0,375.0,0.0
060730028012,28012,6308595.782654951,1862732.8530722433,17513,29235,50.5,2409,113.0,2076.0,13429.0
060730028031,28031,6305293.91742706,1856651.7335876112,50870,77718,49.0,1571,47.0,68.0,618.0
060730028032,28032,6304693.636466002,1857885.2309170351,77336,122946,37.3,1408,16.0,27.0,0.0
060730028033,28033,6305043.583128667,1859164.3657633357,95163,158904,36.4,804,10.0,56.0,0.0
060730028034,28034,6305943.648452379,1859609.7616023452,66634,90919,37.1,1766,24.0,111.0,0.0
060730028041,28041,6308411.89136704,1860473.8388345677,64338,86750,40.7,2194,10.0,34.0,281.0
060730028042,28042,6308641.234056579,1858849.0801847547,124750,154980,28.5,1886,44.0,118.0,1966.0
060730028043,28043,6307825.732501362,1857430.0136925585,84259,122558,40.0,1055,65.0,193.0,2818.0
060730029021,29021,6313883.845013426,1858066.5212485995,80964,115398,39.4,2829,54.0,221.0,843.0
060730029022,29022,6311832.6637136815,1857886.5307583408,52552,62565,35.5,2298,179.0,370.0,12595.0
060730029023,29023,6312025.681151097,1855921.199066436,60934,101052,39.3,1560,54.0,336.0,1859.0
060730029031,29031,6313035.21299977,1853373.6232860237,65133,87452,40.4,1705,80.0,95.0,1803.0
060730029032,29032,6314590.526437048,1854635.6965478952,77453,129653,36.1,1001,51.0,404.0,1573.0
060730029033,29033,6315239.357686893,1852460.7840466981,85137,94428,19.4,1058,7.0,4.0,0.0
060730029041,29041,6310521.169465444,1861230.783722324,40907,74183,49.4,2889,24.0,46.0,5053.0
060730029042,29042,6312753.830761961,1860173.2439808398,37775,52568,44.6,1615,78.0,192.0,2718.0
060730029043,29043,6311266.689956964,1859194.4830337223,20616,54115,57.8,1046,92.0,364.0,3998.0
060730029044,29044,6313373.712319155,1861713.9365953582,44133,79100,46.9,908,9.0,8.0,0.0
060730029045,29045,6311931.771345375,1862675.5319267865,39969,87951,55.5,2342,66.0,793.0,618.0
060730029051,29051,6316857.807282357,1860794.389308166,47686,69158,41.8,1340,106.0,155.0,2259.0
060730029052,29052,6316495.900649565,1860022.129045426,31253,49821,42.1,1206,90.0,116.0,8881.0
060730029053,29053,6315048.239134091,1862110.0931267575,95758,106069,28.9,1860,87.0,448.0,9259.0
060730030011,30011,6309185.927169835,1843586.8916243697,102849,124021,22.1,961,13.0,162.0,0.0
060730030012,30012,6306431.858416285,1841809.7885280007,66989,98942,39.4,1734,23.0,73.0,337.0
060730030013,30013,6307738.774929071,1840316.1893156955,89724,118069,31.1,1817,39.0,114.0,0.0
060730030031,30031,6312603.884952025,1843576.6828848608,65916,93873,37.5,1777,14.0,12.0,0.0
060730030032,30032,6314312.298100565,1842506.8487557066,65554,98131,41.4,1427,9.0,3.0,337.0
060730030033,30033,6312356.22565047,1845472.2763458157,100000,104371,24.7,1064,28.0,59.0,337.0
060730030034,30034,6314034.117898011,1847435.2580538983,96480,109472,25.8,1036,47.0,46.0,0.0
060730030041,30041,6310352.426435405,1840043.2750759968,59942,69653,32.3,2820,14.0,23.0,0.0
060730030042,30042,6313648.135772297,1840311.221063338,75835,97226,37.1,2074,21.0,202.0,0.0
060730031011,31011,6306189.412776471,1836428.7483030283,75284,76957,35.4,1055,5.0,6.0,0.0
060730031012,31012,6306652.627043059,1835586.6729873428,69855,92236,28.2,1395,8.0,8.0,337.0
060730031013,31013,6305982.302790846,1834086.78820811,65170,85894,28.6,1469,9.0,14.0,0.0
060730031031,31031,6319792.265562704,1837776.267896867,77574,89365,28.8,2283,12.0,9.0,0.0
060730031032,31032,6315594.876424438,1837708.044670532,83029,108624,34.0,2520,18.0,31.0,0.0
060730031033,31033,6317487.661824984,1838603.063598613,88849,124751,34.7,1352,26.0,25.0,281.0
060730031051,31051,6321563.478760563,1839775.8974077092,88174,103489,28.5,2571,30.0,30.0,1460.0
060730031052,31052,6322553.5939457,1838110.8072008805,102592,117282,35.8,1619,7.0,8.0,562.0
060730031071,31071,6324055.240896214,1839233.3679915043,79532,106104,36.7,2831,18.0,216.0,454.0
060730031072,31072,6322970.31918809,1835828.144745748,101913,106320,23.8,2025,17.0,7.0,450.0
060730031073,31073,6324677.27106224,1835519.548069951,79388,103197,39.1,974,28.0,171.0,4998.0
060730031081,31081,6326266.793880362,1838923.4165296087,98947,117905,34.7,2080,23.0,32.0,2644.0
060730031082,31082,6325984.343834068,1836503.092683401,106628,127806,28.3,1321,17.0,89.0,0.0
060730031091,31091,6315250.901036423,1832154.5432409863,113815,136646,22.3,1019,5.0,85.0,0.0
060730031092,31092,6313401.8000032045,1832122.78005631,112196,138080,27.1,1022,1.0,2.0,0.0
060730031093,31093,6312881.168259557,1832888.2747069702,91311,128036,31.9,1036,3.0,9.0,0.0
060730031111,31111,6306258.753500153,1838383.594369387,39398,58249,45.7,2092,24.0,21.0,169.0
060730031112,31112,6307540.438239023,1837327.1538254996,31934,57599,47.1,1986,20.0,259.0,0.0
060730031113,31113,6308118.475509263,1834064.9947058065,105639,131332,29.6,1959,11.0,10.0,0.0
060730031121,31121,6313065.184592631,1837654.4874828379,93396,100046,25.2,1709,30.0,23.0,0.0
060730031122,31122,6311374.790450408,1837481.2559777116,76739,94436,33.8,1901,43.0,270.0,1125.0
060730031123,31123,6309647.341074553,1837637.0968627527,89551,103527,30.3,1176,8.0,28.0,0.0
060730031131,31131,6312252.352819785,1834641.6826857706,111487,152714,30.0,2777,18.0,44.0,337.0
060730031132,31132,6309422.78526274,1833236.1194879143,103644,125836,30.1,2197,16.0,154.0,281.0
060730031141,31141,6318646.571284696,1835430.49739184,115320,149580,27.0,1195,7.0,10.0,0.0
060730031142,31142,6316563.5760563165,1835299.3163330283,91567,120596,30.5,1849,12.0,352.0,0.0
060730031151,31151,6321705.8294586595,1834797.9849721668,32386,61847,51.0,1944,22.0,16.0,1124.0
060730031152,31152,6319985.97620492,1833275.965930746,110911,141266,26.8,1133,3.0,7.0,0.0
060730031153,31153,6319992.3211488025,1834672.1277386718,98298,139297,31.7,1347,16.0,85.0,0.0
060730031154,31154,6317246.073664905,1832922.7471564012,101114,116854,26.9,1844,3.0,0.0,0.0
060730032011,32011,6309843.101834792,1828463.9904768455,133366,172183,28.5,932,7.0,7.0,0.0
060730032012,32012,6313231.000403513,1829378.9103040164,103311,109405,28.3,1708,19.0,16.0,0.0
060730032013,32013,6311440.67103531,1829754.0001620012,61819,72191,29.1,1142,3.0,0.0,0.0
060730032014,32014,6312754.324207708,1830168.7688952049,52785,58067,30.9,1094,2.0,57.0,0.0
060730032021,32021,6310789.314296682,1826850.060778814,65800,92209,41.4,2013,40.0,44.0,1068.0
060730032022,32022,6311203.80449394,1824382.933379369,80990,100417,32.3,2676,24.0,42.0,674.0
060730032041,32041,6313058.925020583,1819103.7732743265,107657,131773,30.7,1864,249.0,497.0,30981.0
060730032042,32042,6312913.218771642,1821385.0882140351,85107,94755,28.2,1823,14.0,24.0,0.0
060730032071,32071,6318998.949246992,1822774.1349727325,119284,184225,28.8,1861,77.0,280.0,4265.0
060730032072,32072,6321975.594399471,1825772.1470821747,123698,140002,28.2,1985,19.0,14.0,674.0
060730032073,32073,6324422.530933523,1829033.8406761046,110757,126442,21.8,2169,43.0,33.0,0.0
060730032081,32081,6316094.9449283965,1830467.2972896444,41288,51327,35.5,1511,9.0,11.0,2258.0
060730032082,32082,6316654.256398457,1829611.7438244359,94112,97482,20.5,872,4.0,86.0,0.0
060730032083,32083,6317156.457074292,1828403.7736528197,57879,85278,39.2,1323,3.0,0.0,0.0
060730032084,32084,6317823.238852499,1827425.5415664813,101196,114065,34.9,928,10.0,19.0,0.0
060730032085,32085,6316900.532367611,1826427.3508601934,68771,82898,25.4,2018,15.0,280.0,0.0
060730032091,32091,6318353.874084419,1830773.2630043365,73051,98479,38.0,2552,14.0,161.0,2918.0
060730032092,32092,6319752.829785744,1828442.912107884,72738,101659,33.1,1602,10.0,41.0,0.0
060730032093,32093,6318940.163116379,1827781.7213598173,101295,117394,30.2,1162,40.0,66.0,5111.0
060730032111,32111,6313602.326042088,1826717.9586790958,93685,115996,31.4,2045,17.0,35.0,337.0
060730032112,32112,6314948.031205376,1828466.1099211436,86643,98688,25.4,1003,7.0,9.0,0.0
060730032121,32121,6314713.380370367,1823586.4461967552,105298,147175,28.8,1399,2.0,0.0,0.0
060730032122,32122,6314060.04657356,1824835.4360436408,106732,115852,26.6,2770,24.0,333.0,0.0
060730032131,32131,6322135.247942203,1831318.9513832205,113032,135544,22.5,1795,8.0,12.0,337.0
060730032132,32132,6320538.301221345,1831041.7849260387,128050,145440,24.8,2106,11.0,4.0,0.0
060730032141,32141,6324167.382105608,1832935.5682452794,72459,97962,36.7,1902,13.0,15.0,0.0
060730032142,32142,6326159.965364341,1834462.6927129864,66674,89546,29.4,1524,26.0,26.0,683.0
060730032143,32143,6323310.0063645085,1832291.155486823,105277,111169,24.1,1261,8.0,14.0,0.0
060730033011,33011,6299910.15334956,1835014.3531432007,65971,73844,33.6,1640,28.0,420.0,0.0
060730033012,33012,6299466.96293483,1837195.44228222,52197,79220,42.7,1746,43.0,536.0,6625.0
060730033031,33031,6300383.714968817,1831867.8116852792,44848,55186,33.5,1405,6.0,4.0,0.0
060730033032,33032,6300637.29749913,1833268.7028255817,36479,52868,45.4,2852,22.0,29.0,0.0
060730033041,33041,6302279.375485321,1837688.993280096,55085,69469,35.8,1431,11.0,10.0,0.0
060730033042,33042,6303716.886876393,1838130.904068988,41441,62929,44.4,2243,94.0,303.0,5000.0
060730033051,33051,6303161.345892789,1836212.636198734,43317,67652,45.5,1042,42.0,551.0,0.0
060730033052,33052,6303355.058736338,1834944.4535945742,49244,67024,48.5,2267,22.0,47.0,1236.0
060730033053,33053,6303182.039084809,1833385.7296239384,50075,85688,48.6,2346,38.0,138.0,337.0
060730034011,34011,6302149.034611321,1846793.358899663,63562,88163,36.5,1938,15.0,22.0,0.0
060730034012,34012,6299866.772251545,1843670.3889545833,70633,118180,41.9,872,68.0,404.0,758.0
060730034013,34013,6303555.888577928,1842676.405057636,42332,56564,32.6,818,33.0,163.0,2078.0
060730034014,34014,6303449.619978554,1845030.0729035195,70508,85086,30.9,2337,54.0,227.0,5447.0
060730034031,34031,6296686.956226252,1841183.4454565074,57649,75516,36.6,1206,69.0,938.0,3646.0
060730034032,34032,6298180.387782832,1840386.8713688306,71686,94926,35.4,1759,19.0,13.0,0.0
060730034033,34033,6298980.025683739,1839155.313789156,62991,72096,26.9,1003,29.0,126.0,1236.0
060730034041,34041,6303487.974530845,1840495.4630652575,57370,93258,39.0,2160,28.0,265.0,618.0
060730034042,34042,6300577.254357182,1841362.105770395,60340,97806,41.0,1053,12.0,58.0,0.0
060730034043,34043,6301365.85521708,1839697.0507118579,57257,76497,37.8,1391,41.0,117.0,5428.0
060730035011,35011,6296393.75251928,1837128.091347085,60784,73641,30.4,1842,30.0,63.0,674.0
060730035012,35012,6294431.338626875,1836974.7537369372,46967,54032,32.7,933,8.0,7.0,0.0
060730035013,35013,6295484.802233239,1838885.5998461493,32174,42154,42.0,1112,9.0,4.0,0.0
060730035021,35021,6294404.190433409,1835075.4267679749,23453,66833,54.5,954,31.0,102.0,562.0
060730035022,35022,6297274.038007727,1835044.5528895133,38760,59945,45.1,1972,11.0,63.0,337.0
060730035023,35023,6295668.518513111,1835079.688463825,80035,96090,34.8,1777,7.0,7.0,282.0
060730036011,36011,6295113.923668257,1833482.4044899968,68006,85513,36.2,1719,20.0,109.0,0.0
060730036012,36012,6295029.033222328,1831713.0938716128,55876,72063,38.6,1166,81.0,310.0,675.0
060730036021,36021,6298537.786443825,1832994.0564366668,60041,74146,34.5,1685,50.0,128.0,4281.0
060730036022,36022,6296990.284550823,1832986.852082452,71110,86979,32.9,1459,9.0,19.0,0.0
060730036031,36031,6296936.24415615,1830883.0410112923,56173,76037,38.5,1545,17.0,225.0,0.0
060730036032,36032,6298169.048315016,1830044.3464668028,52088,60704,33.5,1395,10.0,15.0,225.0
060730036033,36033,6298533.113421707,1831264.8908995665,62754,90103,38.0,1142,12.0,24.0,337.0
060730038001,38001,6291326.740553848,1829973.3424083653,67888,85775,36.1,7962,67.0,1132.0,23671.0
060730039011,39011,6293247.527798642,1837125.249485108,52782,62352,31.7,1071,11.0,47.0,0.0
